"image","n","p","frobenius","k","error","rel","cumvar","k95","k99","k999"
"image3",376,345,360.16523985526,92,17.5745662901405,0.0487958424227811,0.99761896576225,10,33,137
"image3",376,345,360.16523985526,93,17.4046682032688,0.0483241198130703,0.997664779444291,10,33,137
"image3",376,345,360.16523985526,94,17.2387164437527,0.0478633541945369,0.997709099325247,10,33,137
"image3",376,345,360.16523985526,95,17.0777415436274,0.0474164068428438,0.997751684362113,10,33,137
"image3",376,345,360.16523985526,96,16.9168569908096,0.0469697103407536,0.997793846310504,10,33,137
"image3",376,345,360.16523985526,97,16.7563161240497,0.0465239680841594,0.997835520393703,10,33,137
"image3",376,345,360.16523985526,98,16.5964848953735,0.0460801961400916,0.99787661552369,10,33,137
"image3",376,345,360.16523985526,99,16.4395126893554,0.0456443622820514,0.997916592191864,10,33,137
"image3",376,345,360.16523985526,100,16.2828965741891,0.0452095171114588,0.997956099562547,10,33,137
"image3",376,345,360.16523985526,101,16.1279121868013,0.0447792024385326,0.997994823028968,10,33,137
"image3",376,345,360.16523985526,102,15.974666639555,0.0443537156611081,0.998032747907052,10,33,137
"image3",376,345,360.16523985526,103,15.8227938557262,0.0439320403659301,0.998069975829285,10,33,137
"image3",376,345,360.16523985526,104,15.6715434498634,0.0435120931052682,0.998106697753597,10,33,137
"image3",376,345,360.16523985526,105,15.522338052017,0.0430978238162433,0.998142577582303,10,33,137
"image3",376,345,360.16523985526,106,15.3758720224492,0.0426911603924585,0.998177464824344,10,33,137
"image3",376,345,360.16523985526,107,15.229306079713,0.0422842195594256,0.998212044776249,10,33,137
"image3",376,345,360.16523985526,108,15.0831338717501,0.0418783719323151,0.998246201964298,10,33,137
"image3",376,345,360.16523985526,109,14.9368378800312,0.0414721806191897,0.998280058234688,10,33,137
"image3",376,345,360.16523985526,110,14.7918900083433,0.0410697323658654,0.998313277083395,10,33,137
"image3",376,345,360.16523985526,111,14.6508694190267,0.0406781882252559,0.99834528500271,10,33,137
"image3",376,345,360.16523985526,112,14.5109498645835,0.0402897011116759,0.998376739984331,10,33,137
"image3",376,345,360.16523985526,113,14.3710006441069,0.0399011316302545,0.998407899694624,10,33,137
"image3",376,345,360.16523985526,114,14.2315336830256,0.0395139011436662,0.998438651616408,10,33,137
"image3",376,345,360.16523985526,115,14.0948974997181,0.0391345303210894,0.998468488536547,10,33,137
"image3",376,345,360.16523985526,116,13.9579209593533,0.0387542144959979,0.998498110858797,10,33,137
"image3",376,345,360.16523985526,117,13.8239959626815,0.0383823712922351,0.998526793573984,10,33,137
"image3",376,345,360.16523985526,118,13.6897306402503,0.0380095831728564,0.998555271587025,10,33,137
"image3",376,345,360.16523985526,119,13.5563746009175,0.0376393196810592,0.998583281613946,10,33,137
"image3",376,345,360.16523985526,120,13.4230024453296,0.0372690114424255,0.998611020786104,10,33,137
"image3",376,345,360.16523985526,121,13.2893421474253,0.036897903175681,0.998638544741237,10,33,137
"image3",376,345,360.16523985526,122,13.1599044565819,0.0365385189916453,0.998664936629896,10,33,137
"image3",376,345,360.16523985526,123,13.0321110722003,0.036183700230032,0.998690739837662,10,33,137
"image3",376,345,360.16523985526,124,12.9045772602752,0.0358296021722173,0.99871623960818,10,33,137
"image3",376,345,360.16523985526,125,12.7770446883035,0.0354755075571375,0.998741488363563,10,33,137
"image3",376,345,360.16523985526,126,12.6504151245469,0.0351239201474043,0.998766310233478,10,33,137
"image3",376,345,360.16523985526,127,12.5243774174735,0.0347739760297431,0.998790770591082,10,33,137
"image3",376,345,360.16523985526,128,12.4001300950956,0.0344290029212114,0.99881464375785,10,33,137
"image3",376,345,360.16523985526,129,12.2777688141585,0.0340892664130846,0.998837921915417,10,33,137
"image3",376,345,360.16523985526,130,12.1553441127798,0.0337493538178884,0.998860981116874,10,33,137
"image3",376,345,360.16523985526,131,12.0361632146992,0.0334184476534608,0.998883207356432,10,33,137
"image3",376,345,360.16523985526,132,11.9171719176334,0.0330880679168888,0.998905179761526,10,33,137
"image3",376,345,360.16523985526,133,11.8007163372998,0.0327647286063534,0.998926472559351,10,33,137
"image3",376,345,360.16523985526,134,11.6838137777155,0.0324401482564248,0.9989476367811,10,33,137
"image3",376,345,360.16523985526,135,11.5661198263211,0.0321133706044737,0.998968731428419,10,33,137
"image3",376,345,360.16523985526,136,11.4508384238151,0.0317932914026265,0.998989186621787,10,33,137
"image3",376,345,360.16523985526,137,11.3364992469493,0.0314758282934385,0.999009272233241,10,33,137
"image3",376,345,360.16523985526,138,11.2244825307091,0.0311648135039901,0.999028754399261,10,33,137
"image3",376,345,360.16523985526,139,11.1136282854928,0.0308570263192501,0.999047843926732,10,33,137
"image3",376,345,360.16523985526,140,11.0027313350528,0.0305491205633128,0.999066751232807,10,33,137
"image3",376,345,360.16523985526,141,10.8914331832167,0.0302401008703494,0.99908553629935,10,33,137
"image3",376,345,360.16523985526,142,10.7795780569747,0.0299295347360746,0.999104222950481,10,33,137
"image3",376,345,360.16523985526,143,10.6679954617515,0.0296197252850903,0.999122671874035,10,33,137
"image3",376,345,360.16523985526,144,10.5605725120651,0.0293214651039315,0.999140251684158,10,33,137
"image3",376,345,360.16523985526,145,10.4538174403122,0.0290250592881014,0.999157545933321,10,33,137
"image3",376,345,360.16523985526,146,10.3470584517849,0.0287286425973342,0.999174665094514,10,33,137
"image3",376,345,360.16523985526,147,10.2407776427616,0.0284335535735682,0.999191533031178,10,33,137
"image3",376,345,360.16523985526,148,10.1348084968295,0.0281393298834236,0.999208178113711,10,33,137
"image3",376,345,360.16523985526,149,10.0293632754607,0.0278465608715911,0.999224569047624,10,33,137
"image3",376,345,360.16523985526,150,9.92338787065979,0.0275523198036759,0.999240869673435,10,33,137
"image3",376,345,360.16523985526,151,9.81732301911899,0.0272578303865867,0.999257010682615,10,33,137
"image3",376,345,360.16523985526,152,9.71484241450958,0.0269732926431592,0.999272441483986,10,33,137
"image3",376,345,360.16523985526,153,9.61291007260299,0.0266902771529705,0.999287629105497,10,33,137
"image3",376,345,360.16523985526,154,9.51062025073836,0.0264062691184757,0.999302708951242,10,33,137
"image3",376,345,360.16523985526,155,9.40868813085069,0.0261232542447232,0.999317575587665,10,33,137
"image3",376,345,360.16523985526,156,9.3085696800609,0.0258452750293219,0.999332021758658,10,33,137
"image3",376,345,360.16523985526,157,9.20951912811585,0.0255702608386553,0.999346161760642,10,33,137
"image3",376,345,360.16523985526,158,9.11096744531768,0.0252966317598531,0.999360080421606,10,33,137
"image3",376,345,360.16523985526,159,9.0136003882921,0.0250262917984934,0.999373684718816,10,33,137
"image3",376,345,360.16523985526,160,8.9171212568067,0.0247584171653828,0.999387020779464,10,33,137
"image3",376,345,360.16523985526,161,8.82120607169937,0.024492108331288,0.999400136629488,10,33,137
"image3",376,345,360.16523985526,162,8.72690782881759,0.0242302889427216,0.999412893097751,10,33,137
"image3",376,345,360.16523985526,163,8.6337646557471,0.0239716766093717,0.999425358720535,10,33,137
"image3",376,345,360.16523985526,164,8.54045270961301,0.023712595677043,0.999437712806256,10,33,137
"image3",376,345,360.16523985526,165,8.44775693476856,0.0234552255463727,0.999449852394568,10,33,137
"image3",376,345,360.16523985526,166,8.3562599133368,0.0232011837585852,0.9994617050722,10,33,137
"image3",376,345,360.16523985526,167,8.26430911405979,0.0229458820550838,0.999473486496713,10,33,137
"image3",376,345,360.16523985526,168,8.17383451440201,0.022694679024791,0.999484951543961,10,33,137
"image3",376,345,360.16523985526,169,8.08375751836883,0.0224445799422994,0.999496240831213,10,33,137
"image3",376,345,360.16523985526,170,7.9950085192518,0.0221981680477126,0.999507241335325,10,33,137
"image3",376,345,360.16523985526,171,7.9083130740687,0.0219574578525313,0.999517870044653,10,33,137
"image3",376,345,360.16523985526,172,7.82175736473912,0.0217171356344173,0.999528366019835,10,33,137
"image3",376,345,360.16523985526,173,7.73592770295026,0.0214788292897424,0.999538659892341,10,33,137
"image3",376,345,360.16523985526,174,7.65091245250297,0.0212427841608969,0.999548744121093,10,33,137
"image3",376,345,360.16523985526,175,7.56507779050252,0.0210044639331177,0.999558812494882,10,33,137
"image3",376,345,360.16523985526,176,7.48012200829812,0.0207685839180487,0.999568665922038,10,33,137
"image3",376,345,360.16523985526,177,7.39522253344261,0.0205328602405233,0.999578401650342,10,33,137
"image3",376,345,360.16523985526,178,7.31101913277066,0.02029906921531,0.999587947788991,10,33,137
"image3",376,345,360.16523985526,179,7.22840953525515,0.0200697033899219,0.99959720700584,10,33,137
"image3",376,345,360.16523985526,180,7.14514633419668,0.0198385228320981,0.99960643301184,10,33,137
"image3",376,345,360.16523985526,181,7.06195113368614,0.0196075310780244,0.999615544725024,10,33,137
"image3",376,345,360.16523985526,182,6.9807952700705,0.0193822015496994,0.999624330263086,10,33,137
"image3",376,345,360.16523985526,183,6.90039980995723,0.0191589832842567,0.999632933359513,10,33,137
"image3",376,345,360.16523985526,184,6.82047057649425,0.0189370594986768,0.999641387777543,10,33,137
"image3",376,345,360.16523985526,185,6.74170696239671,0.0187183720591859,0.999649622547453,10,33,137
"image3",376,345,360.16523985526,186,6.66355533007112,0.0185013837891436,0.999657698797886,10,33,137
"image3",376,345,360.16523985526,187,6.58582085108907,0.0182855537467628,0.999665638524173,10,33,137
"image3",376,345,360.16523985526,188,6.50939671265558,0.0180733618693228,0.99967335359074,10,33,137
"image3",376,345,360.16523985526,189,6.4338242143067,0.0178635345734426,0.999680894132543,10,33,137
"image3",376,345,360.16523985526,190,6.35808441155611,0.0176532427563283,0.999688363020185,10,33,137
"image3",376,345,360.16523985526,191,6.28172202557537,0.0174412223347811,0.999695803763468,10,33,137
"image3",376,345,360.16523985526,192,6.20610413380818,0.0172312690039223,0.999703083368514,10,33,137
"image3",376,345,360.16523985526,193,6.13233521752856,0.0170264493597243,0.9997101000222,10,33,137
"image3",376,345,360.16523985526,194,6.05814217113474,0.0168204521168376,0.999717072390584,10,33,137
"image3",376,345,360.16523985526,195,5.98603160832394,0.0166202368966243,0.999723767725499,10,33,137
"image3",376,345,360.16523985526,196,5.91380836522863,0.016419708819222,0.999730393162291,10,33,137
"image3",376,345,360.16523985526,197,5.84123860932409,0.0162182186478393,0.99973696938389,10,33,137
"image3",376,345,360.16523985526,198,5.76883674493303,0.0160171946278085,0.999743449476254,10,33,137
"image3",376,345,360.16523985526,199,5.69698415618425,0.0158176956734461,0.999749800503581,10,33,137
"image3",376,345,360.16523985526,200,5.62564913225983,0.0156196337395597,0.999756027041841,10,33,137
"image3",376,345,360.16523985526,201,5.55564058456587,0.0154252547713891,0.999762061515237,10,33,137
"image3",376,345,360.16523985526,202,5.48688472396885,0.0152343538931571,0.999767914461457,10,33,137
"image3",376,345,360.16523985526,203,5.41810465888022,0.0150433858110727,0.999773696543338,10,33,137
"image3",376,345,360.16523985526,204,5.34888194182434,0.0148511887043122,0.999779442194068,10,33,137
"image3",376,345,360.16523985526,205,5.28087011848928,0.0146623536480408,0.999785015385499,10,33,137
"image3",376,345,360.16523985526,206,5.21314946802108,0.0144743270342138,0.999790493856906,10,33,137
"image3",376,345,360.16523985526,207,5.14627599080224,0.0142886525997633,0.999795834406882,10,33,137
"image3",376,345,360.16523985526,208,5.08027419599767,0.0141053983944683,0.999801037736133,10,33,137
"image3",376,345,360.16523985526,209,5.01432011889862,0.0139222766775431,0.999806170212113,10,33,137
"image3",376,345,360.16523985526,210,4.95080667994543,0.0137459314006399,0.999811049369928,10,33,137
"image3",376,345,360.16523985526,211,4.88765829007908,0.0135705996837543,0.999815838824222,10,33,137
"image3",376,345,360.16523985526,212,4.8240565827497,0.0133940093294076,0.999820600514083,10,33,137
"image3",376,345,360.16523985526,213,4.76089058563739,0.0132186287259444,0.999825267854605,10,33,137
"image3",376,345,360.16523985526,214,4.69782812706674,0.0130435355975903,0.999829866179114,10,33,137
"image3",376,345,360.16523985526,215,4.63563175837644,0.0128708471707024,0.999834341293108,10,33,137
"image3",376,345,360.16523985526,216,4.57447463789933,0.0127010442199743,0.999838683475721,10,33,137
"image3",376,345,360.16523985526,217,4.5131607731042,0.01253080606812,0.999842978899282,10,33,137
"image3",376,345,360.16523985526,218,4.45224923401034,0.0123616849749286,0.99984718874458,10,33,137
"image3",376,345,360.16523985526,219,4.393051893062,0.0121973233586546,0.999851225302884,10,33,137
"image3",376,345,360.16523985526,220,4.3333209737544,0.0120314802602712,0.999855243482746,10,33,137
"image3",376,345,360.16523985526,221,4.2737840690437,0.0118661758440687,0.999859193870837,10,33,137
"image3",376,345,360.16523985526,222,4.21466272519689,0.0117020252340027,0.999863062605422,10,33,137
"image3",376,345,360.16523985526,223,4.15542397104441,0.011537548633828,0.999866884971521,10,33,137
"image3",376,345,360.16523985526,224,4.09793684573755,0.0113779354370355,0.99987054258519,10,33,137
"image3",376,345,360.16523985526,225,4.04224664116342,0.0112233113967019,0.999874037281292,10,33,137
"image3",376,345,360.16523985526,226,3.98602376047677,0.0110672083793501,0.999877516898687,10,33,137
"image3",376,345,360.16523985526,227,3.93082447594991,0.0109139473801791,0.999880885752582,10,33,137
"image3",376,345,360.16523985526,228,3.87585261966384,0.0107613178362838,0.999884194038426,10,33,137
"image3",376,345,360.16523985526,229,3.82107915972913,0.0106092391405253,0.999887444044859,10,33,137
"image3",376,345,360.16523985526,230,3.76584594760852,0.0104558839412762,0.999890674491006,10,33,137
"image3",376,345,360.16523985526,231,3.71127616163511,0.0103043707469565,0.999893819943509,10,33,137
"image3",376,345,360.16523985526,232,3.65755641480115,0.0101552176891668,0.999896871553685,10,33,137
"image3",376,345,360.16523985526,233,3.60340045317477,0.0100048534795386,0.999899902906852,10,33,137
"image3",376,345,360.16523985526,234,3.54956045616846,0.00985536654674093,0.999902871750229,10,33,137
"image3",376,345,360.16523985526,235,3.49599106801026,0.0097066309603203,0.9999057813154,10,33,137
"image3",376,345,360.16523985526,236,3.44190206654891,0.00955645266581557,0.999908674212445,10,33,137
"image3",376,345,360.16523985526,237,3.38972623782425,0.00941158630184988,0.999911422043282,10,33,137
"image3",376,345,360.16523985526,238,3.33841127038864,0.00926911012214906,0.999914083597543,10,33,137
"image3",376,345,360.16523985526,239,3.28692345707868,0.00912615403529668,0.999916713312524,10,33,137
"image3",376,345,360.16523985526,240,3.23613506319163,0.00898513988882475,0.999919267261178,10,33,137
"image3",376,345,360.16523985526,241,3.18568240660337,0.00884505791809227,0.999921764950425,10,33,137
"image3",376,345,360.16523985526,242,3.13662320758657,0.00870884488699434,0.999924156020734,10,33,137
"image3",376,345,360.16523985526,243,3.08831721201104,0.00857472312778473,0.999926474123281,10,33,137
"image3",376,345,360.16523985526,244,3.03966050068177,0.00843962760510514,0.999928772685886,10,33,137
"image3",376,345,360.16523985526,245,2.99145304626499,0.00830577944575429,0.999931014027798,10,33,137
"image3",376,345,360.16523985526,246,2.94287480339106,0.00817090179100491,0.999933236363921,10,33,137
"image3",376,345,360.16523985526,247,2.89628924556788,0.008041556833002,0.999935333363701,10,33,137
"image3",376,345,360.16523985526,248,2.84940557062408,0.00791138415181091,0.999937410000802,10,33,137
"image3",376,345,360.16523985526,249,2.80249488283537,0.00778113646936503,0.999939453915244,10,33,137
"image3",376,345,360.16523985526,250,2.75687347392667,0.00765446847406643,0.999941409112379,10,33,137
"image3",376,345,360.16523985526,251,2.71178497254861,0.0075292800983193,0.9999433099412,10,33,137
"image3",376,345,360.16523985526,252,2.66678849632122,0.00740434723071256,0.999945175642086,10,33,137
"image3",376,345,360.16523985526,253,2.62243757006869,0.00728120673478253,0.999946984028485,10,33,137
"image3",376,345,360.16523985526,254,2.5788586574438,0.00716020973728659,0.999948731396517,10,33,137
"image3",376,345,360.16523985526,255,2.5355481894366,0.0070399580771747,0.999950438990271,10,33,137
"image3",376,345,360.16523985526,256,2.49252396827307,0.0069205011823871,0.999952106663384,10,33,137
"image3",376,345,360.16523985526,257,2.4495080525458,0.00680106734767127,0.999953745482932,10,33,137
"image3",376,345,360.16523985526,258,2.40634775445982,0.00668123263485076,0.999955361130478,10,33,137
"image3",376,345,360.16523985526,259,2.36419955982495,0.00656420803066684,0.999956911172929,10,33,137
"image3",376,345,360.16523985526,260,2.3223358693694,0.00644797335329384,0.999958423639634,10,33,137
"image3",376,345,360.16523985526,261,2.28044484544532,0.00633166278445349,0.999959910046383,10,33,137
"image3",376,345,360.16523985526,262,2.24014705476371,0.00621977583307028,0.999961314388586,10,33,137
"image3",376,345,360.16523985526,263,2.19944394398014,0.00610676350906052,0.999962707439444,10,33,137
"image3",376,345,360.16523985526,264,2.15927314730804,0.00599522915697191,0.999964057227355,10,33,137
"image3",376,345,360.16523985526,265,2.11964087698707,0.00588519002510874,0.999965364538368,10,33,137
"image3",376,345,360.16523985526,266,2.07972492534968,0.00577436325111624,0.999966656729044,10,33,137
"image3",376,345,360.16523985526,267,2.03980460049648,0.00566352433487532,0.999967924492108,10,33,137
"image3",376,345,360.16523985526,268,2.00058207711938,0.00555462286678014,0.999969146164807,10,33,137
"image3",376,345,360.16523985526,269,1.96261872179142,0.00544921748300902,0.999970306028822,10,33,137
"image3",376,345,360.16523985526,270,1.92549766862256,0.00534615075401603,0.999971418672115,10,33,137
"image3",376,345,360.16523985526,271,1.88898968441389,0.00524478621305327,0.999972492217579,10,33,137
"image3",376,345,360.16523985526,272,1.85257025044764,0.00514366753213645,0.999973542684318,10,33,137
"image3",376,345,360.16523985526,273,1.81631016352102,0.0050429912788112,0.999974568238961,10,33,137
"image3",376,345,360.16523985526,274,1.78058572973194,0.00494380226822418,0.999975558819132,10,33,137
"image3",376,345,360.16523985526,275,1.74507918933611,0.00484521823937648,0.999976523860212,10,33,137
"image3",376,345,360.16523985526,276,1.70983605429451,0.00474736555638085,0.999977462520274,10,33,137
"image3",376,345,360.16523985526,277,1.67446984500526,0.00464917115732262,0.999978385207549,10,33,137
"image3",376,345,360.16523985526,278,1.63894212908275,0.00455052833455387,0.999979292691876,10,33,137
"image3",376,345,360.16523985526,279,1.60450959546722,0.00445492628914446,0.999980153631758,10,33,137
"image3",376,345,360.16523985526,280,1.56999681802171,0.0043591014464712,0.999980998234579,10,33,137
"image3",376,345,360.16523985526,281,1.53524892543618,0.00426262380582076,0.99998183003829,10,33,137
"image3",376,345,360.16523985526,282,1.50161778459049,0.00416924683013259,0.999982617380869,10,33,137
"image3",376,345,360.16523985526,283,1.4676150967849,0.00407483825306042,0.999983395693211,10,33,137
"image3",376,345,360.16523985526,284,1.43360941491924,0.00398042136297041,0.999984156245773,10,33,137
"image3",376,345,360.16523985526,285,1.39936700115975,0.00388534718598085,0.999984904077244,10,33,137
"image3",376,345,360.16523985526,286,1.36442282773651,0.00378832457092424,0.999985648596945,10,33,137
"image3",376,345,360.16523985526,287,1.33044590657818,0.00369398753503488,0.99998635445609,10,33,137
"image3",376,345,360.16523985526,288,1.29696623342767,0.00360103110991189,0.999987032574945,10,33,137
"image3",376,345,360.16523985526,289,1.26420339364301,0.00351006497504049,0.99998767944387,10,33,137
"image3",376,345,360.16523985526,290,1.23156589858669,0.00341944686022899,0.99998830738317,10,33,137
"image3",376,345,360.16523985526,291,1.19926590909017,0.00332976583073958,0.999988912659512,10,33,137
"image3",376,345,360.16523985526,292,1.16676591547205,0.00323952948913377,0.999989505448688,10,33,137
"image3",376,345,360.16523985526,293,1.13629156935424,0.00315491736462652,0.999990046496422,10,33,137
"image3",376,345,360.16523985526,294,1.10660030708706,0.00307247947506476,0.999990559869875,10,33,137
"image3",376,345,360.16523985526,295,1.0770124009553,0.00299032855416064,0.999991057935138,10,33,137
"image3",376,345,360.16523985526,296,1.04864936452242,0.00291157848809574,0.999991522710707,10,33,137
"image3",376,345,360.16523985526,297,1.02042161735771,0.00283320405313902,0.999991972954793,10,33,137
"image3",376,345,360.16523985526,298,0.993086125251822,0.00275730696735452,0.999992397258287,10,33,137
"image3",376,345,360.16523985526,299,0.965400297710874,0.00268043717405611,0.999992815256555,10,33,137
"image3",376,345,360.16523985526,300,0.937942231416402,0.00260419976062469,0.999993218143606,10,33,137
"image3",376,345,360.16523985526,301,0.911529054658867,0.00253086348650742,0.999993594730012,10,33,137
"image3",376,345,360.16523985526,302,0.88543415175653,0.00245841090081974,0.999993956215842,10,33,137
"image3",376,345,360.16523985526,303,0.858829475505823,0.00238454292771551,0.999994313955025,10,33,137
"image3",376,345,360.16523985526,304,0.83224159073112,0.00231072157620089,0.999994660565797,10,33,137
"image3",376,345,360.16523985526,305,0.805860177404407,0.00223747349335615,0.999994993712366,10,33,137
"image3",376,345,360.16523985526,306,0.780490425291648,0.00216703429127504,0.99999530396238,10,33,137
"image3",376,345,360.16523985526,307,0.755042488878223,0.00209637801022012,0.999995605199238,10,33,137
"image3",376,345,360.16523985526,308,0.731114983568669,0.0020299432112396,0.999995879330559,10,33,137
"image3",376,345,360.16523985526,309,0.707428308118412,0.00196417707717354,0.999996142008409,10,33,137
"image3",376,345,360.16523985526,310,0.683562628044054,0.00189791393616651,0.99999639792269,10,33,137
"image3",376,345,360.16523985526,311,0.660321368592263,0.0018333845011185,0.999996638701271,10,33,137
"image3",376,345,360.16523985526,312,0.637250471059561,0.00176932807651192,0.999996869478157,10,33,137
"image3",376,345,360.16523985526,313,0.614735432527912,0.00170681499629158,0.999997086782568,10,33,137
"image3",376,345,360.16523985526,314,0.592293170300594,0.00164450397972503,0.99999729560666,10,33,137
"image3",376,345,360.16523985526,315,0.57069351790567,0.00158453247219253,0.999997489256844,10,33,137
"image3",376,345,360.16523985526,316,0.549067584248059,0.00152448799464577,0.999997675936354,10,33,137
"image3",376,345,360.16523985526,317,0.526831841486491,0.00146275038007057,0.999997860361325,10,33,137
"image3",376,345,360.16523985526,318,0.504630362052929,0.00140110789774084,0.999998036896658,10,33,137
"image3",376,345,360.16523985526,319,0.482254792021504,0.00133898205228052,0.999998207127063,10,33,137
"image3",376,345,360.16523985526,320,0.460523519359352,0.00127864510063332,0.999998365066706,10,33,137
"image3",376,345,360.16523985526,321,0.438226559232763,0.00121673751583821,0.999998519549817,10,33,137
"image3",376,345,360.16523985526,322,0.417902196437937,0.00116030685417027,0.999998653688004,10,33,137
"image3",376,345,360.16523985526,323,0.397427682466973,0.00110345929725669,0.999998782377579,10,33,137
"image3",376,345,360.16523985526,324,0.377154583665879,0.00104717097023979,0.999998903432959,10,33,137
"image3",376,345,360.16523985526,325,0.35696402595251,0.00099111181883061,0.999999017697362,10,33,137
"image3",376,345,360.16523985526,326,0.337864757200942,0.000938082634894803,0.99999912000097,10,33,137
"image3",376,345,360.16523985526,327,0.320411462537186,0.000889623503550619,0.999999208570022,10,33,137
"image3",376,345,360.16523985526,328,0.302340726392204,0.000839450043856829,0.999999295323624,10,33,137
"image3",376,345,360.16523985526,329,0.284274821334013,0.000789289997691767,0.999999377021299,10,33,137
"image3",376,345,360.16523985526,330,0.266722235540443,0.000740555184191651,0.999999451578019,10,33,137
"image3",376,345,360.16523985526,331,0.248530113115415,0.00069004469508299,0.999999523838318,10,33,137
"image3",376,345,360.16523985526,332,0.231054297083453,0.000641523033084221,0.999999588448198,10,33,137
"image3",376,345,360.16523985526,333,0.213667831127988,0.000593249451873409,0.999999648055088,10,33,137
"image3",376,345,360.16523985526,334,0.197484143142366,0.000548315387741828,0.999999699350235,10,33,137
"image3",376,345,360.16523985526,335,0.180829732696893,0.000502074361117033,0.999999747921336,10,33,137
"image3",376,345,360.16523985526,336,0.164616431241909,0.000457058075088154,0.999999791097916,10,33,137
"image3",376,345,360.16523985526,337,0.150083089935249,0.000416706204062232,0.999999826355939,10,33,137
"image3",376,345,360.16523985526,338,0.134724675323135,0.000374063514228294,0.999999860076487,10,33,137
"image3",376,345,360.16523985526,339,0.119620653015321,0.000332127145482982,0.999999889691559,10,33,137
"image3",376,345,360.16523985526,340,0.10447407231449,0.000290072613216297,0.999999915857879,10,33,137
"image3",376,345,360.16523985526,341,0.090030012979319,0.000249968633884545,0.999999937515682,10,33,137
"image3",376,345,360.16523985526,342,0.0751318580983001,0.000208603856742237,0.999999956484431,10,33,137
"image3",376,345,360.16523985526,343,0.0591821329645897,0.000164319391256006,0.999999972999138,10,33,137
"image3",376,345,360.16523985526,344,0.0388455591269555,0.000107854825586629,0.999999988367337,10,33,137
"image3",376,345,360.16523985526,345,8.10965224828926e-13,2.25164767470295e-15,1,10,33,137
"image4",213,119,159.204271299484,1,122.805297775258,0.771369365739224,0.404989301599067,11,28,65
"image4",213,119,159.204271299484,2,95.4183839331039,0.59934562781679,0.640784818416897,11,28,65
"image4",213,119,159.204271299484,3,83.0759235304745,0.521819690215458,0.727704210903443,11,28,65
"image4",213,119,159.204271299484,4,73.8627268214123,0.463949404237194,0.784750950307952,11,28,65
"image4",213,119,159.204271299484,5,65.5732366960688,0.411881139625437,0.830353926820851,11,28,65
"image4",213,119,159.204271299484,6,58.3371938466742,0.366429828612665,0.865729180702893,11,28,65
"image4",213,119,159.204271299484,7,52.6281400118604,0.330569899804133,0.890723541343485,11,28,65
"image4",213,119,159.204271299484,8,47.987633467477,0.301421771387062,0.909144915733885,11,28,65
"image4",213,119,159.204271299484,9,43.3846393455555,0.272509267442601,0.925738699157897,11,28,65
"image4",213,119,159.204271299484,10,39.1928475987765,0.246179623692693,0.939395592878523,11,28,65
"image4",213,119,159.204271299484,11,35.4560645210345,0.222707997917574,0.950401147663545,11,28,65
"image4",213,119,159.204271299484,12,33.1043375045923,0.207936239614568,0.956762520254952,11,28,65
"image4",213,119,159.204271299484,13,31.0141888263532,0.194807517243123,0.96205003122557,11,28,65
"image4",213,119,159.204271299484,14,29.0061233797838,0.182194379227549,0.966805208177888,11,28,65
"image4",213,119,159.204271299484,15,27.3128725423367,0.171558666858615,0.970567623825694,11,28,65
"image4",213,119,159.204271299484,16,25.715796748316,0.161527052876246,0.973909011189114,11,28,65
"image4",213,119,159.204271299484,17,24.5102522961094,0.153954740636339,0.976297937835597,11,28,65
"image4",213,119,159.204271299484,18,23.3757921489018,0.146828925870518,0.97844126652771,11,28,65
"image4",213,119,159.204271299484,19,22.2408485606903,0.139700074496446,0.980483889185687,11,28,65
"image4",213,119,159.204271299484,20,21.1809410505428,0.133042542625623,0.982299681851709,11,28,65
"image4",213,119,159.204271299484,21,20.2136821238554,0.126966958605218,0.983879391422541,11,28,65
"image4",213,119,159.204271299484,22,19.3187875564296,0.121345912385029,0.985275169547445,11,28,65
"image4",213,119,159.204271299484,23,18.5559364630809,0.116554262719339,0.986415103841951,11,28,65
"image4",213,119,159.204271299484,24,17.9344606323405,0.112650624797644,0.9873098367327,11,28,65
"image4",213,119,159.204271299484,25,17.3138075067286,0.108752154483086,0.988172968895287,11,28,65
"image4",213,119,159.204271299484,26,16.7301523958379,0.105086077523424,0.988956916310741,11,28,65
"image4",213,119,159.204271299484,27,16.1278566347733,0.101302914194021,0.989737719575799,11,28,65
"image4",213,119,159.204271299484,28,15.5619728474381,0.097748463156268,0.990445237950587,11,28,65
"image4",213,119,159.204271299484,29,15.0439394542613,0.0944945718570683,0.991070775889549,11,28,65
"image4",213,119,159.204271299484,30,14.5575545111029,0.0914394720209375,0.991638822956532,11,28,65
"image4",213,119,159.204271299484,31,14.1143820678224,0.0886558002031952,0.992140149090331,11,28,65
"image4",213,119,159.204271299484,32,13.6979851409047,0.0860403117899833,0.992597064747082,11,28,65
"image4",213,119,159.204271299484,33,13.296056996718,0.083515705252068,0.99302512697625,11,28,65
"image4",213,119,159.204271299484,34,12.9234780588242,0.0811754480789866,0.993410546629175,11,28,65
"image4",213,119,159.204271299484,35,12.54624818377,0.0788059772603013,0.993789617948049,11,28,65
"image4",213,119,159.204271299484,36,12.1905810636901,0.0765719472485634,0.994136736894563,11,28,65
"image4",213,119,159.204271299484,37,11.8409695016814,0.0743759536413877,0.994468217519934,11,28,65
